model,rag,sample_id,is_impossible,gold_question,gold_answer,gen_question,gen_answer,inf_time_sec,rougeL,bleu,chrf,bertscore_f1,cosine_sim,a_in_ctx_ratio,answer_exact_match,answer_rougeL
BARTpho-syllable,non-RAG,153,False,Nam Ossetia thuộc vùng nào?,Nam Kavkaz,question: Chính phủ Gruzia đã làm gì trong cuộc xung đột Gruzia-Ossetia đầu thập niên 1990? answer: bãi bỏ quyền tự trị của Nam Ossetia và cố gắng chiếm lại khu vực bằng vũ lực,"question: Trong cuộc xung đột Gruzia-Ossetia đầu thập niên 1990, chính phủ Gruzia đã làm gì? answer: bãi bỏ quyền tự trị của Nam Ossetia và cố gắng chiếm lại khu vực bằng vũ lực",1.7757,0.1754,0.0,23.2968,0.7171,0.5145,0.0,0.0,0.0392
BARTpho-syllable,non-RAG,154,False,Những người Caldoche là những người như thế nào?,người sinh tại Nouvelle-Calédonie có quan hệ tổ tiên từ những người Pháp định cư ban đầu,"question: Trong số 71.721 người gốc Âu tại Nouvelle-Calédonie, có bao nhiêu người sinh tại quần đảo? answer: 32.354 người","question: Trong số 71.721 người gốc Âu tại Nouvelle-Calédonie, có bao nhiêu người sinh tại quần đảo? answer: 32.354 người",1.296,0.2609,0.0,20.6999,0.6413,0.4237,0.0,0.0,0.4211
BARTpho-syllable,non-RAG,155,False,Cái chết của Roosevelt đã tác động như thế nào đến nhân dân Hoa Kỳ?,gây sốc và thương tiếc khắp toàn quốc Hoa Kỳ,question: Ai là người đã ra lệnh cho mang rượu sâm-banh đến và còn gọi điện đến Quốc trưởng Adolf Hitler? answer: Paul Joseph Göbbels,question: Khi hay tin Roosevelt qua đời thì Bộ trưởng Bộ Tuyên truyền Đức Quốc xã là Paul Joseph Göbbels đã làm gì? answer: ra lệnh cho mang rượu sâm-banh đến và còn gọi điện đến Quốc trưởng Adolf Hitler,1.6713,0.2143,0.0,14.3403,0.6614,0.2745,0.0,0.0,0.1972
BARTpho-syllable,non-RAG,156,False,Địa hình của bang Texas có sự thay đổi như thế nào khi đi từ đông sang tây?,"biến đổi từ đầm lầy ven biển và rừng thông, đến các đồng bằng gợn sóng và gò đồi gồ ghề, và cuối cùng là hoang mạc và các dãy núi của vùng Big Bend","question: Hầu hết các trung tâm cư dân tại Texas nằm ở đâu? answer: những nơi vốn là thảo nguyên, rừng, và bờ biển","question: Hầu hết các trung tâm cư dân tại Texas nằm ở đâu? answer: những nơi vốn là thảo nguyên, rừng, và bờ biển",1.2981,0.2712,0.0,15.8867,0.6735,0.6694,0.0,0.0,0.2472
BARTpho-syllable,non-RAG,157,False,Nhà thám hiểm châu Âu đi đến Puerto Rico là ai?,Christopher Columbus,"question: Trong cuộc chiến tranh Mỹ-Tây Ban Nha 1898, Mỹ đã chiếm đảo nào làm thuộc địa? answer: đảo Puerto Rico","question: Trong cuộc chiến tranh Mỹ-Tây Ban Nha 1898, Mỹ đã chiếm đảo nào làm thuộc địa? answer: Puerto Rico",1.3356,0.2381,0.0,27.5488,0.6824,0.5803,0.0,0.0,0.0
BARTpho-syllable,non-RAG,158,False,Ở phía tây nam của bang Arkansas là bang nào?,Texas,question: Diện tích của Texas là bao nhiêu? answer: 696.200 kilômét vuông (268.800 sq mi),question: Diện tích của Texas là bao nhiêu? answer: 696.200 kilômét vuông (268.800 sq mi),1.3079,0.2162,0.0,18.2937,0.6464,0.3478,0.0,0.0,0.08
BARTpho-syllable,non-RAG,159,False,Tại Quần đảo Cool thì lượng khách du lịch mỗi năm là bao nhiêu?,400.000,question: Lĩnh vực xây dựng chiếm bao nhiêu % GDP của Nouvelle-Calédonie? answer: 12%,question: Lĩnh vực xây dựng chiếm bao nhiêu % GDP của Nouvelle-Calédonie? answer: 12%,1.1157,0.2727,0.0,18.1715,0.6965,0.2842,0.0,0.0,0.0
BARTpho-syllable,non-RAG,160,False,Người đảm nhiệm chức vụ tù trưởng của làng Stadacona là ai?,Donnacona,question: Tên gọi Canada bắt nguồn từ đâu? answer: từ kanata trong ngôn ngữ của người Iroquois Saint Lawrence,question: Tên gọi Canada bắt nguồn từ đâu? answer: từ kanata trong ngôn ngữ của người Iroquois Saint Lawrence,1.1043,0.2727,0.0,14.2682,0.6302,0.3145,0.0,0.0,0.0
BARTpho-syllable,non-RAG,161,False,Đã bao nhiêu lần Yumjaagiin Tsedenbal đệ trình kế hoạch hợp nhất Mông Cổ và Liên Xô trong suốt thời gian ông cầm quyền?,năm đến tám lần,question: Chính sách ngoại giao của Tsedenbal có mục đích gì? answer: đưa Mông Cổ hợp tác mật thiết hơn nữa với Liên Xô,question: Chính sách ngoại giao của Tsedenbal ghi dấu ấn với mục đích gì? answer: đưa Mông Cổ hợp tác mật thiết hơn nữa với Liên Xô,1.2779,0.2778,0.0,26.5456,0.7035,0.6966,0.0,0.0,0.2
BARTpho-syllable,non-RAG,162,False,Có bao nhiêu công trình giao thông bắc ngang sông Seine trong nội thành?,37 cây cầu,question: Có bao nhiêu cây cầu bắc qua sông Seine? answer: 37 cây cầu bắc qua sông Seine,question: Có bao nhiêu cây cầu bắc qua sông Seine? answer: 37 cây cầu bắc qua sông Seine,1.076,0.449,0.0,32.1514,0.7571,0.6657,0.0,0.0,0.3125
BARTpho-syllable,non-RAG,163,False,Mitterrand gửi những giấy tờ giả tới các tù binh chiến tranh tại Đức từ thời gian nào?,Từ giữa năm 1942,question: Mitterrand gặp Maréchal Philippe Pétain cùng với các thành viên khác của d'entraide aux prisonniersriés de l'Allier vào ngày nào? answer: Ngày 15 tháng 10 năm 1942,question: Mitterrand gặp Maréchal Philippe Pétain cùng với các thành viên khác của d'entraide aux prisonniersriés de l'Allier vào ngày nào? answer: Ngày 15 tháng 10 năm 1942,2.0684,0.2703,0.0,26.0925,0.6956,0.5786,0.0,0.0,0.1509
BARTpho-syllable,non-RAG,164,False,Điều gì khiến Mitterrand nghi ngờ các lí tưởng quốc gia của mình?,Tình bạn của ông với Dayan,question: Người bạn thân của Georges Dayan là ai? answer: Georges Dayan,question: Người bạn thân của Georges Dayan là ai? answer: Georges Dayan,1.1069,0.2222,0.0,10.7634,0.6535,0.3294,0.0,0.0,0.3846
BARTpho-syllable,non-RAG,165,False,Nhằm phục hồi và phát triển kinh tế nhanh chóng thì Uganda đã chuyển mình mạnh mẽ nhưng đã không khả quan nữa là do đâu?,do Uganda tham gia vào cuộc chiến ở Cộng hòa Dân chủ Congo,"question: Nhờ đâu mà kinh tế Uganda có những chuyển biến tích cực trong những năm 1990-1999? answer: đầu tư liên tục vào việc xây dựng cơ sở hạ tầng, tập trung cải thiện sản xuất và xuất khẩu","question: Nhờ đâu mà kinh tế Uganda có những chuyển biến tích cực trong những năm 1990-1999? answer: đầu tư liên tục vào việc xây dựng cơ sở hạ tầng, tập trung cải thiện sản xuất và xuất khẩu, giảm mức lạm phát",1.7885,0.268,0.0,21.6094,0.6987,0.8034,0.0,0.0,0.1609
BARTpho-syllable,non-RAG,166,False,Đa phần số ghế bị mất của đảng Dân chủ trong thượng viện và hạ viện thuộc về những ai?,các đảng viên Dân chủ ủng hộ New Deal,"question: Trong cuộc bầu cử tháng 11 năm 1938, đảng Dân chủ đã mất bao nhiêu ghế thượng viện? answer: 6 ghế thượng viện và 71 ghế hạ viện","question: Trong cuộc bầu cử tháng 11 năm 1938, đảng Dân chủ đã mất bao nhiêu ghế thượng viện? answer: 6 ghế thượng viện và 71 ghế hạ viện",1.281,0.4058,0.0,39.1022,0.7601,0.7753,0.0,0.0,0.3462
BARTpho-syllable,non-RAG,167,False,Vì sao các đầu đạn hoá học không phát huy hiệu quả khi trang bị trên hoả tiễn Scud?,bởi nhiệt độ cao trong quá trình bay ở tốc độ gần Mach 5 làm biến tính đa số các chất hoá học mang theo,question: Tên lửa nào được Liên bang xô viết phát triển và từng triển khai cho những sư đoàn Hồng Quân tại Đông Đức? answer: Tên lửa Scud,question: Tên lửa nào được Liên bang xô viết phát triển và từng triển khai cho những sư đoàn Hồng Quân tại Đông Đức? answer: Tên lửa Scud,1.6,0.2286,0.0,16.3284,0.6903,0.5658,0.0,0.0,0.2338
BARTpho-syllable,non-RAG,168,False,Gandhi được quần chúng tôn xưng là gì?,Bapu (người cha già dân tộc) và Mahātmā (tâm hồn vĩ đại),"question: Tại Kheda, ai là người đại diện các nông gia trong những cuộc thương lượng với chính quyền Anh? answer: Patel","question: Tại Kheda, ai là người đại diện các nông gia trong những cuộc thương lượng với chính quyền Anh? answer: Patel",1.2143,0.2174,0.0,14.3776,0.6656,0.3318,0.0,0.0,0.2692
BARTpho-syllable,non-RAG,169,False,Từ 1562 tới 1598 có mấy cuộc xung đột tôn giáo lớn xảy ra ở Paris?,8,question: Sự kiện gì đã xảy ra vào ngày 24 tháng 8 năm 1572? answer: vụ Thảm sát Ngày lễ Thánh Barthélemy,question: Sự kiện gì đã xảy ra vào ngày 24 tháng 8 năm 1572? answer: vụ Thảm sát Ngày lễ Thánh Barthélemy,1.2103,0.1481,0.0,13.1465,0.6808,0.6341,0.0,0.0,0.0606
BARTpho-syllable,non-RAG,170,False,Liên minh các Vương hầu có ý nghĩa gì đối với họ?,bảo vệ được họ thoát khỏi những tham vọng của đương kim Hoàng đế,question: Hoàng đế Joseph II có mong muốn gì? answer: biến nền quân chủ Habsburg thành một quốc gia thống nhất,question: Hoàng đế Joseph II có mong muốn gì? answer: biến nền quân chủ Habsburg thành một quốc gia thống nhất,1.4997,0.1277,0.0,10.367,0.687,0.4841,0.0,0.0,0.16
BARTpho-syllable,non-RAG,171,False,Người Tiên Ti quay trở lại giành quyền thống trị Mông Cổ vào năm nào?,907,question: Người Đột Quyết từng bao vây Panticapaeum nay thuộc Krym vào năm nào? answer: năm 576,question: Người Đột Quyết từng bao vây Panticapaeum nay thuộc Krym vào năm nào? answer: năm 576,1.0737,0.4314,0.1267,25.1366,0.7308,0.5425,0.0,0.0,0.0
BARTpho-syllable,non-RAG,172,False,Mitterand đánh giá như thế nào về Masson?,Masson không có quyền tuyên bố thay mặt các tù binh chiến tranh,question: Ai là người tạo ra mạng lưới điệp viên thực sự tại các trại tù binh chiến tranh để cung cấp thông tin cho chúng tôi? answer: Pierre de Bénouville,question: Ai là người đã tạo ra mạng lưới điệp viên thực sự tại các trại tù binh chiến tranh để cung cấp thông tin cho chúng tôi? answer: Pierre de Bénouville,1.5368,0.0727,0.0,12.8406,0.6367,0.2401,0.0,0.0,0.3077
BARTpho-syllable,non-RAG,173,False,Iraq bị Mỹ cáo buộc sử dụng vũ khí sinh học từ khi nào?,năm 1983,question: Ai là chủ tịch Uỷ ban tài chính Thượng nghị viện năm 1994? answer: Don Riegle,question: Ai là chủ tịch Uỷ ban tài chính Thượng nghị viện năm 1994? answer: Don Riegle,1.3311,0.0952,0.0,10.8313,0.6729,0.1274,0.0,0.0,0.1538
BARTpho-syllable,non-RAG,174,False,Thành phố nào đứng nhất về vẻ đẹp theo khảo sát của Global Market Insite?,Paris,"question: Theo cuộc điều tra được thực hiện bởi văn phòng Global Market Insite về 60 thành phố trên thế giới, Paris đứng thứ mấy về chất lượng đón tiếp? answer: 52","question: Theo cuộc điều tra được thực hiện bởi văn phòng Global Market Insite về 60 thành phố trên thế giới, Paris đứng thứ mấy về chất lượng đón tiếp? answer: 52",1.4989,0.209,0.0,37.3831,0.7462,0.65,0.0,0.0,0.0426
BARTpho-syllable,non-RAG,175,False,Nguyên lý bất bạo lực đã ảnh hưởng đến phong trào nào ở Mỹ?,phong trào Vận động Quyền công dân tại Hoa Kỳ,question: Mahātmā Karamchand Gandhi là ai? answer: là anh hùng dân tộc Ấn Độ,question: Mahātmā Gāndhī là ai? answer: là anh hùng dân tộc Ấn Độ,1.1421,0.3333,0.0,9.1514,0.6452,0.2044,0.0,0.0,0.2424
BARTpho-syllable,non-RAG,176,False,Người dân ở Habsburg có đặc điểm gì nổi bật?,có cuộc sống rất đạo đức,"question: Viên là con tim của thế giới nào? answer: thế giới vỹ đại, một thế giới Công giáo, một thế giới có truyền thống đạo đức cao","question: Viên là con tim của thế giới nào? answer: thế giới vỹ đại, một thế giới Công giáo, một thế giới có truyền thống đạo đức cao",1.3151,0.2182,0.0,7.1209,0.6715,0.3025,0.0,0.0,0.24
BARTpho-syllable,non-RAG,177,False,Những môn thể thao nào trở thành các môn thể thao chính thức đầu tiên của Canada?,khúc côn cầu trên băng và bóng vợt,question: Có bao nhiêu vùng đô thị của Canada có câu lạc bộ tham gia Giải khúc côn cầu Quốc gia? answer: tám vùng đô thị,question: Có bao nhiêu vùng đô thị lớn nhất của Canada có câu lạc bộ tham gia Giải khúc côn cầu Quốc gia? answer: tám vùng đô thị,1.4954,0.254,0.0,21.9348,0.6778,0.4998,0.0,0.0,0.2909
BARTpho-syllable,non-RAG,178,False,Phản ứng của chính phủ Hoa Kỳ như thế nào trước những quyết định của Roosevelt?,"Cả hai đảng ủng hộ các chương trình của ông nhanh chóng xây dựng các lực lượng quân sự Mỹ, nhưng những người theo chủ nghĩa biệt lập cảnh báo rằng Roosevelt sẽ đưa quốc gia lâm vào một cuộc chiến không cần thiết với Đức",question: Quốc hội đã thông qua luật tuyển mộ quân dịch thời bình đầu tiên trong lịch sử Hoa Kỳ vào năm nào? answer: 1940,question: Quốc hội đã thông qua luật tuyển mộ quân dịch thời bình đầu tiên trong lịch sử Hoa Kỳ vào năm nào? answer: 1940,1.2933,0.2258,0.0,16.899,0.6976,0.416,0.0,0.0,0.2105
BARTpho-syllable,non-RAG,179,False,Số lượng trường Division I-FBS tại Texas là bao nhiêu?,10 trường,question: Có bao nhiêu đội tuyển đại học của bang tham gia Big 12 Conference? answer: Bốn,question: Texas có bao nhiêu trường Division I-FBS? answer: 10 trường Division I-FBS,0.8195,0.1622,0.0,20.6064,0.6739,0.5017,0.0,0.0,0.2857
BARTpho-syllable,non-RAG,180,False,Tại nơi nào đã ghi nhận được lượng mưa lên đến 3.000 mm?,Galarino,question: Đặc điểm khí hậu của New Calesdonia là gì? answer: khí hậu nhiệt đới,question: Đặc điểm khí hậu của New Calesdonia là gì? answer: khí hậu nhiệt đới,1.566,0.2,0.0,8.7101,0.6446,0.3752,0.0,0.0,0.0
BARTpho-syllable,non-RAG,181,False,Loại công trình nào được liên minh đề phòng khỏi bị phá huỷ?,cơ sở dân sự thuần tuý,question: Ai là người chế tạo bom của Saddam? answer: cựu giám đốc chương trình vũ khí hạt nhân,question: Ai là người chế tạo bom của Saddam? answer: cựu giám đốc chương trình vũ khí hạt nhân,0.9567,0.2553,0.0,18.9177,0.673,0.2934,0.0,0.0,0.1111
BARTpho-syllable,non-RAG,182,False,Canada được trao tình trạng độc lập hoàn toàn trên mọi mặt vào năm bao nhiêu?,năm 1982,question: Ba thuộc địa hợp thành thuộc địa liên bang tự trị Canada vào ngày nào? answer: ngày 1 tháng 7 năm 1867,question: Ba thuộc địa hợp thành thuộc địa liên bang tự trị Canada vào ngày nào? answer: ngày 1 tháng 7 năm 1867,1.0548,0.2951,0.0,21.1874,0.6856,0.7163,0.0,0.0,0.1081
BARTpho-syllable,non-RAG,183,False,Thịt ngan thường được lấy từ loại ngan nào?,Ngan nhà và Ngan bướu mũi,question: Ngan nhà và Ngan bướu mũi đã được thuần hóa từ khi nào? answer: nhiều thế kỷ trước,question: Ngan nhà và Ngan bướu mũi đã được thuần hóa từ khi nào? answer: nhiều thế kỷ trước,1.1116,0.2564,0.0,19.8235,0.7018,0.3141,0.0,0.0,0.4848
